         244222054 function calls (244208003 primitive calls) in 83.528 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_oldcore.py:1464(__init__)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:3998(set_bounds)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:709(isDefault_minloc)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/genericpath.py:27(isfile)
       28    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:454(set_useOffset)
       49    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/warnings.py:477(__exit__)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:717(isDefault_minfmt)
       38    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1006(minpos)
        2    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:1995(__get__)
       11    0.000    0.000    0.000    0.000 {method 'reset' of 'pysam.libcbcf.VariantFile' objects}
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1127(is_numeric_dtype)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:307(_isna_string_dtype)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:1805(is_consolidated)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/JpegPresets.py:1(<module>)
       72    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:665(flipy)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:167(blknos)
       36    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/colors.py:338(<genexpr>)
       57    0.000    0.000    0.000    0.000 pysam/libchtslib.pyx:422(__get__)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/collections/__init__.py:565(__init__)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_compression.py:59(close)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:4297(get_default_bbox_extra_artists)
        1    0.000    0.000    0.000    0.000 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/genotype_data.py:753(_validate_seq_lengths)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:649(set_offset)
       19    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/base.py:340(__init__)
        1    0.000    0.000    0.107    0.107 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:3511(tight_layout)
        1    0.000    0.000    0.001    0.001 /share/apps/python/anaconda-3.11/lib/python3.10/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_tight_layout.py:160(get_subplotspec_list)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:662(_set_artist_props)
       16    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:105(current)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        9    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2992(<genexpr>)
        2    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:1835(xticks)
      112    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:2695(annotation)
        1    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:1317(subplots_adjust)
       20    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:505(_new)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        2    0.000    0.000    0.008    0.004 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:790(set_subplotspec)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_statistics.py:526(_validate_errorbar_arg)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:1504(add_gridspec)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       60    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:924(set_clip_rectangle)
       28    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2567(<listcomp>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:165(__prepare__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/frame.py:1489(__len__)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1209(is_float_dtype)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:1315(getLogger)
       82    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:898(get_clip_path)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/blocks.py:892(iget)
        5    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:3389(register_open)
        8    0.000    0.000    0.005    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:208(register_axis)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:1300(is_dir)
       66    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/multiarray.py:669(result_type)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/shape_base.py:1185(tile)
       30    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/generic.py:338(attrs)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
        9    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/warnings.py:437(__init__)
       28    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/compat/numpy/function.py:60(__call__)
       16    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_collections_abc.py:862(__init__)
        1    0.000    0.000    0.000    0.000 pysam/libcbcf.pyx:3818(makeTabixIndex)
       10    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/base.py:286(is_dtype)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/markers.py:388(get_alt_path)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:993(intervaly)
       15    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_methods.py:61(_all)
       20    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/_binary.py:101(o32be)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:6110(_arith_method)
        3    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/posixpath.py:392(realpath)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/typing.py:993(__instancecheck__)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/nanops.py:353(_na_ok_dtype)
       28    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:328(<genexpr>)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/functools.py:35(update_wrapper)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:432(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:2998(from_callable)
        2    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend_handler.py:104(legend_artist)
       56    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/rcsetup.py:249(validate_backend)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_oldcore.py:1531(all_numeric)
       60    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/generic.py:359(flags)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      102    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:2691(default)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:284(get_children)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/numeric.py:67(zeros_like)
       31    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:117(__hash__)
        4    0.000    0.000    0.003    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:819(draw)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2859(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/palettes.py:246(<listcomp>)
       16    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1579(get_major_locator)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:943(is_in_obj)
        8    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:59(RendererAgg)
      3/2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/base.py:532(__get__)
       60    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/numeric.py:136(ones)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:33(__init__)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2178(contains_branch_seperately)
       30    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:172(__init__)
        8    0.000    0.000    0.005    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:221(clear)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:141(__init__)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:2071(getLogger)
       22    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:52(<lambda>)
       54    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1759(<lambda>)
       18    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:968(x1)
        9    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/linalg/linalg.py:135(_makearray)
        2    0.000    0.000    0.011    0.006 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:286(clear)
       15    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:1656(pandas_dtype)
       56    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:599(get_markevery)
        2    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:722(_codes_and_uniques)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:3502(set_xbound)
        2    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/ops.py:910(result_index)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:1716(set_names)
     10/8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1576(get_matrix)
